zip,locality,canton
8154,"Bachenbülach,Höri,Niederglatt,Niederhasli,Oberglatt,Rümlang,Winkel",ZH
8155,"Buchs (ZH),Dielsdorf,Neerach,Niederglatt,Niederhasli,Oberglatt,Regensdorf,Steinmaur",ZH
8156,"Niederhasli,Oberglatt,Regensdorf,Rümlang",ZH
8157,"Buchs (ZH),Dielsdorf,Niederhasli,Regensberg,Steinmaur",ZH
8158,"Boppelsen,Buchs (ZH),Dielsdorf,Oberweningen,Regensberg,Schleinikon,Steinmaur",ZH
8162,"Bachs,Dielsdorf,Neerach,Oberweningen,Regensberg,Schöfflisdorf,Steinmaur",ZH
8172,"Höri,Neerach,Niederglatt,Niederhasli,Oberglatt",ZH
8173,"Bachs,Hochfelden,Höri,Neerach,Niederglatt,Stadel,Steinmaur",ZH
8174,"Bachs,Hochfelden,Neerach,Stadel,Weiach",ZH
8175,"Glattfelden,Hochfelden,Stadel,Weiach",ZH
8180,"Bachenbülach,Bülach,Eglisau,Embrach,Glattfelden,Hochfelden,Höri,Rorbas,Winkel",ZH
8181,"Bachenbülach,Bülach,Hochfelden,Höri,Neerach,Niederglatt,Oberglatt",ZH
8182,"Bülach,Glattfelden,Hochfelden,Höri,Neerach,Stadel",ZH
8184,"Bachenbülach,Bülach,Höri,Oberglatt,Winkel",ZH
8185,"Bachenbülach,Embrach,Kloten,Lufingen,Oberglatt,Rümlang,Winkel",ZH
8192,"Bülach,Eglisau,Glattfelden,Hochfelden,Stadel,Weiach",ZH
8194,"Eglisau,Glattfelden,Hüntwangen,Wasterkingen,Wil (ZH)",ZH
8195,"Hüntwangen,Wasterkingen,Wil (ZH)",ZH
8196,"Eglisau,Hüntwangen,Rafz,Wasterkingen,Wil (ZH)",ZH
8302,"Bassersdorf,Dietlikon,Kloten,Lufingen,Nürensdorf,Oberembrach,Opfikon,Rümlang,Wallisellen,Winkel",ZH
8303,"Bassersdorf,Dietlikon,Kloten,Lindau,Nürensdorf,Wangen-Brüttisellen",ZH
8304,"Dietlikon,Dübendorf,Kloten,Opfikon,Wallisellen,Zürich",ZH
8305,"Bassersdorf,Dietlikon,Dübendorf,Kloten,Wallisellen,Wangen-Brüttisellen",ZH
8306,"Bassersdorf,Dietlikon,Wangen-Brüttisellen",ZH
8307,"Illnau-Effretikon,Lindau,Volketswil,Weisslingen,Winterthur",ZH
8308,"Fehraltorf,Illnau-Effretikon,Russikon,Volketswil,Weisslingen",ZH
8309,"Bassersdorf,Brütten,Kloten,Lindau,Nürensdorf,Oberembrach",ZH
8310,"Illnau-Effretikon,Lindau,Winterthur",ZH
8311,"Brütten,Lindau,Nürensdorf,Oberembrach,Winterthur",ZH
8312,"Brütten,Lindau,Nürensdorf,Winterthur",ZH
8314,"Illnau-Effretikon,Weisslingen,Winterthur",ZH
8315,"Illnau-Effretikon,Lindau,Nürensdorf",ZH
8317,"Bassersdorf,Illnau-Effretikon,Lindau,Nürensdorf,Volketswil,Wangen-Brüttisellen",ZH
8320,"Fehraltorf,Illnau-Effretikon,Pfäffikon,Russikon,Uster,Volketswil",ZH
8322,"Pfäffikon,Russikon,Weisslingen,Wildberg",ZH
8330,"Bauma,Fehraltorf,Hittnau,Pfäffikon,Russikon,Seegräben,Uster,Wetzikon (ZH),Wildberg",ZH
8331,"Bäretswil,Hittnau,Pfäffikon,Wetzikon (ZH)",ZH
8332,"Fehraltorf,Illnau-Effretikon,Pfäffikon,Russikon,Weisslingen",ZH
8335,"Bäretswil,Bauma,Hittnau,Pfäffikon",ZH
8340,"Bäretswil,Bubikon,Dürnten,Fischenthal,Gossau (ZH),Hinwil,Wald (ZH),Wetzikon (ZH)",ZH
8342,"Dürnten,Hinwil,Wald (ZH)",ZH
8344,"Bäretswil,Bauma,Fischenthal,Hinwil,Hittnau,Wetzikon (ZH)",ZH
8345,"Bäretswil,Hittnau,Pfäffikon,Wetzikon (ZH)",ZH
8352,"Elgg,Elsau,Schlatt (ZH),Wiesendangen,Winterthur",ZH
8400,"Illnau-Effretikon,Seuzach,Winterthur",ZH
8404,"Dinhard,Rickenbach (ZH),Seuzach,Wiesendangen,Winterthur",ZH
8405,"Schlatt (ZH),Winterthur,Zell (ZH)",ZH
8406,"Brütten,Lindau,Winterthur",ZH
8408,"Brütten,Hettlingen,Neftenbach,Oberembrach,Pfungen,Seuzach,Winterthur",ZH
8409,"Elsau,Wiesendangen,Winterthur",ZH
8412,"Buch am Irchel,Dorf,Henggart,Hettlingen,Neftenbach,Winterthur",ZH
8413,"Buch am Irchel,Dättlikon,Neftenbach,Pfungen,Winterthur",ZH
8414,"Berg am Irchel,Buch am Irchel,Dättlikon,Dorf,Freienstein-Teufen,Neftenbach,Volken",ZH
8418,"Elgg,Elsau,Schlatt (ZH),Turbenthal,Winterthur,Zell (ZH)",ZH
8421,"Buch am Irchel,Dättlikon,Embrach,Freienstein-Teufen,Neftenbach,Pfungen",ZH
8422,"Dättlikon,Embrach,Neftenbach,Oberembrach,Pfungen,Winterthur",ZH
8424,"Bülach,Dättlikon,Embrach,Freienstein-Teufen,Lufingen,Oberembrach,Pfungen,Rorbas,Winkel",ZH
8425,"Brütten,Embrach,Kloten,Lufingen,Nürensdorf,Oberembrach,Pfungen,Winterthur",ZH
8426,"Embrach,Kloten,Lufingen,Oberembrach,Winkel",ZH
8427,"Bülach,Dättlikon,Eglisau,Embrach,Freienstein-Teufen,Rorbas",ZH
8442,"Dägerlen,Henggart,Hettlingen,Neftenbach,Seuzach,Winterthur",ZH
8444,"Andelfingen,Dägerlen,Dorf,Henggart,Hettlingen,Neftenbach",ZH
8450,"Andelfingen,Dorf,Flaach,Kleinandelfingen,Ossingen,Volken",ZH
8451,"Andelfingen,Kleinandelfingen,Marthalen,Ossingen",ZH
8452,"Andelfingen,Dägerlen,Ossingen,Thalheim an der Thur",ZH
8453,"Andelfingen,Flaach,Kleinandelfingen,Marthalen",ZH
8457,"Andelfingen,Dägerlen,Dorf,Henggart",ZH
8458,"Andelfingen,Buch am Irchel,Dorf,Henggart,Neftenbach,Volken",ZH
8459,"Andelfingen,Berg am Irchel,Buch am Irchel,Dorf,Flaach,Volken",ZH
8460,"Benken (ZH),Flaach,Kleinandelfingen,Marthalen,Rheinau,Trüllikon",ZH
8461,"Kleinandelfingen,Marthalen,Ossingen,Trüllikon",ZH
8462,"Benken (ZH),Dachsen,Marthalen,Rheinau",ZH
8463,"Benken (ZH),Dachsen,Laufen-Uhwiesen,Marthalen,Rheinau,Trüllikon",ZH
8471,"Andelfingen,Dägerlen,Dinhard,Henggart,Hettlingen,Seuzach,Thalheim an der Thur",ZH
8472,"Dägerlen,Dinhard,Hettlingen,Seuzach,Winterthur",ZH
8474,"Altikon,Dägerlen,Dinhard,Rickenbach (ZH),Seuzach,Thalheim an der Thur,Winterthur",ZH
8478,"Altikon,Andelfingen,Dägerlen,Dinhard,Ossingen,Thalheim an der Thur",ZH
8482,"Illnau-Effretikon,Winterthur,Zell (ZH)",ZH
8483,"Illnau-Effretikon,Schlatt (ZH),Weisslingen,Winterthur,Zell (ZH)",ZH
8484,"Illnau-Effretikon,Russikon,Weisslingen,Wildberg,Zell (ZH)",ZH
8486,"Schlatt (ZH),Weisslingen,Wildberg,Zell (ZH)",ZH
8487,"Schlatt (ZH),Turbenthal,Wildberg,Zell (ZH)",ZH
8489,"Bauma,Pfäffikon,Russikon,Turbenthal,Weisslingen,Wila,Wildberg,Zell (ZH)",ZH
8493,"Bauma,Hittnau,Pfäffikon,Wila,Wildberg",ZH
8494,"Bäretswil,Bauma,Fischenthal,Hittnau",ZH
8497,"Bäretswil,Fischenthal,Wald (ZH)",ZH
8498,"Bäretswil,Fischenthal,Hinwil,Wald (ZH)",ZH
8542,"Elsau,Wiesendangen,Winterthur",ZH
8544,"Rickenbach (ZH),Wiesendangen,Winterthur",ZH
8545,"Altikon,Dinhard,Ellikon an der Thur,Rickenbach (ZH),Wiesendangen,Winterthur",ZH
8600,"Dietlikon,Dübendorf,Fällanden,Schwerzenbach,Volketswil,Wallisellen,Wangen-Brüttisellen,Zürich",ZH
8602,"Bassersdorf,Dietlikon,Dübendorf,Lindau,Volketswil,Wangen-Brüttisellen",ZH
8603,"Dübendorf,Fällanden,Greifensee,Schwerzenbach,Volketswil",ZH
8604,"Dübendorf,Greifensee,Illnau-Effretikon,Lindau,Schwerzenbach,Uster,Volketswil,Wangen-Brüttisellen",ZH
8605,"Fehraltorf,Illnau-Effretikon,Uster,Volketswil",ZH
8606,"Greifensee,Schwerzenbach,Uster,Volketswil",ZH
8607,"Gossau (ZH),Mönchaltorf,Pfäffikon,Seegräben,Uster,Wetzikon (ZH)",ZH
8610,"Greifensee,Mönchaltorf,Pfäffikon,Seegräben,Uster,Volketswil",ZH
8614,"Gossau (ZH),Mönchaltorf,Uster,Wetzikon (ZH)",ZH
8615,"Fehraltorf,Pfäffikon,Uster,Volketswil",ZH
8616,"Greifensee,Mönchaltorf,Uster",ZH
8617,"Egg,Gossau (ZH),Greifensee,Maur,Mönchaltorf,Uster",ZH
8618,"Egg,Grüningen,Hombrechtikon,Männedorf,Oetwil am See,Stäfa,Uetikon am See",ZH
8620,"Bäretswil,Gossau (ZH),Hinwil,Mönchaltorf,Pfäffikon,Seegräben,Wetzikon (ZH)",ZH
8623,"Bäretswil,Pfäffikon,Wetzikon (ZH)",ZH
8624,"Gossau (ZH),Wetzikon (ZH)",ZH
8625,"Egg,Gossau (ZH),Grüningen,Mönchaltorf",ZH
8626,"Bubikon,Gossau (ZH),Grüningen,Hinwil,Wetzikon (ZH)",ZH
8627,"Bubikon,Egg,Gossau (ZH),Grüningen,Hombrechtikon,Oetwil am See",ZH
8632,"Dürnten,Rüti (ZH)",ZH
8634,"Bubikon,Grüningen,Hombrechtikon,Oetwil am See,Stäfa",ZH
8635,"Bubikon,Dürnten,Hinwil,Rüti (ZH),Wald (ZH)",ZH
8700,"Erlenbach (ZH),Küsnacht (ZH),Zollikon,Zumikon,Zürichsee (ZH)",ZH
8702,"Küsnacht (ZH),Zollikon,Zürich,Zürichsee (ZH)",ZH
8703,"Erlenbach (ZH),Herrliberg,Küsnacht (ZH),Zürichsee (ZH)",ZH
8704,"Egg,Erlenbach (ZH),Herrliberg,Küsnacht (ZH),Meilen,Zürichsee (ZH)",ZH
8706,"Egg,Herrliberg,Meilen,Uetikon am See,Zürichsee (ZH)",ZH
8707,"Egg,Männedorf,Meilen,Oetwil am See,Uetikon am See,Zürichsee (ZH)",ZH
8708,"Männedorf,Oetwil am See,Stäfa,Uetikon am See,Zürichsee (ZH)",ZH
8712,"Hombrechtikon,Männedorf,Oetwil am See,Stäfa,Zürichsee (ZH)",ZH
8800,"Oberrieden,Rüschlikon,Thalwil,Zürichsee (ZH)",ZH
8802,"Adliswil,Kilchberg (ZH),Rüschlikon,Zürich,Zürichsee (ZH)",ZH
8803,"Adliswil,Kilchberg (ZH),Langnau am Albis,Rüschlikon,Thalwil,Zürichsee (ZH)",ZH
8804,"Horgen,Wädenswil,Zürichsee (ZH)",ZH
8810,"Horgen,Oberrieden,Wädenswil,Zürichsee (ZH)",ZH
8815,"Horgen,Oberrieden",ZH
8820,"Horgen,Richterswil,Wädenswil,Zürichsee (ZH)",ZH
8907,"Birmensdorf (ZH),Bonstetten,Stallikon,Wettswil am Albis",ZH
8910,"Aeugst am Albis,Affoltern am Albis,Hedingen,Mettmenstetten,Obfelden,Stallikon",ZH
8911,"Aeugst am Albis,Hausen am Albis,Kappel am Albis,Mettmenstetten,Rifferswil",ZH
8914,"Aeugst am Albis,Affoltern am Albis,Hausen am Albis,Langnau am Albis,Mettmenstetten,Rifferswil,Stallikon",ZH
8915,"Aeugst am Albis,Hausen am Albis,Horgen,Kappel am Albis,Langnau am Albis,Rifferswil",ZH
8932,"Aeugst am Albis,Affoltern am Albis,Kappel am Albis,Knonau,Maschwanden,Mettmenstetten,Obfelden,Rifferswil",ZH
8942,"Horgen,Oberrieden,Thalwil,Zürichsee (ZH)",ZH
8951,"Dietikon,Geroldswil,Unterengstringen,Weiningen (ZH)",ZH
8952,"Dietikon,Oberengstringen,Schlieren,Uitikon,Unterengstringen,Urdorf,Zürich",ZH
8954,"Dietikon,Geroldswil,Oetwil an der Limmat,Weiningen (ZH)",ZH
